target_approval_rate,score_cutoff,observed_approval_rate,approved_bad_rate,default_capture_in_approved,approved_observations
0.1,556.8692325082441,0.10000531534777139,0.06082796905450895,0.026296305751997755,16933
0.2,531.2408547593672,0.20000472475357456,0.08681529602834785,0.0750593581658965,33865
0.30000000000000004,513.6032429962102,0.30000413415937777,0.10541961139437368,0.13671525951645433,50797
0.4,498.9513860734993,0.4000035435651809,0.12296062248076894,0.21261712068217212,67729
0.5,485.3530949867138,0.5000029529709841,0.13945027816822386,0.30141183078454903,84661
0.6,471.40012546059717,0.6000023623767873,0.15487287509966238,0.40169521815721615,101593
0.7000000000000001,455.889175990837,0.7000017717825905,0.17160092807424593,0.5192626822231867,118525
0.8,436.07231252914147,0.8000011811883937,0.18871671452933403,0.6526334601342899,135457
0.9,406.2137925021102,0.9000005905941968,0.20676689262348333,0.8044371824657255,152389
